frame,center
1,449.0
2,447.0
3,449.0
4,444.0
5,448.0
6,443.0
7,449.0
8,449.0
9,446.0
10,450.0
11,450.0
12,447.0
13,453.0
14,452.0
15,447.0
16,451.0
17,453.0
18,453.0
19,448.0
20,451.0
21,453.0
22,450.0
23,450.0
24,453.0
25,456.0
26,454.0
27,451.0
28,453.0
29,452.0
30,450.0
31,449.0
32,448.0
33,450.0
34,450.0
35,445.0
36,449.0
37,452.0
38,454.0
39,454.0
40,452.0
41,452.0
42,451.0
43,451.0
44,450.0
45,449.0
46,450.0
47,450.0
48,450.0
49,449.0
50,449.0
51,450.0
52,450.0
53,450.0
54,450.0
55,450.0
56,439.0
57,438.0
58,449.0
59,449.0
60,440.0
