frame,center
1,131.0
2,133.0
3,139.0
4,139.0
5,139.0
6,137.0
7,136.0
8,135.0
9,134.0
10,133.0
11,133.0
12,131.0
13,130.0
14,127.0
15,134.0
16,136.0
17,134.0
18,138.0
19,138.0
20,139.0
21,138.0
22,136.0
23,137.0
24,137.0
25,139.0
26,138.0
27,138.0
28,137.0
29,138.0
30,138.0
31,139.0
32,138.0
33,141.0
34,142.0
35,142.0
36,140.0
37,140.0
38,140.0
39,144.0
40,142.0
41,141.0
42,137.0
43,136.0
44,134.0
45,134.0
46,134.0
47,136.0
48,137.0
49,134.0
50,136.0
51,137.0
52,136.0
53,134.0
54,133.0
55,131.0
56,137.0
57,140.0
58,140.0
59,140.0
60,143.0
61,143.0
62,142.0
