frame,center
1,240.0
2,240.0
3,242.0
4,242.0
5,251.0
6,249.0
7,233.0
8,237.0
9,250.0
10,252.0
11,255.0
12,251.0
13,253.0
14,253.0
15,253.0
16,249.0
17,256.0
18,241.0
19,244.0
20,247.0
21,250.0
22,248.0
23,234.0
24,236.0
25,253.0
26,252.0
27,239.0
28,233.0
29,236.0
30,234.0
31,241.0
32,241.0
33,243.0
34,237.0
35,236.0
36,237.0
37,238.0
38,238.0
39,251.0
40,252.0
41,239.0
42,239.0
43,234.0
44,243.0
45,243.0
46,241.0
47,242.0
48,239.0
49,243.0
50,242.0
51,244.0
52,244.0
53,240.0
54,237.0
55,232.0
56,235.0
57,233.0
58,234.0
59,236.0
