frame,center
1,177.0
2,177.0
3,178.0
4,178.0
5,178.0
6,178.0
7,178.0
8,185.0
9,183.0
10,184.0
11,177.0
12,177.0
13,176.0
14,176.0
15,176.0
16,176.0
17,176.0
18,176.0
19,177.0
20,176.0
21,178.0
22,176.0
23,179.0
24,177.0
25,177.0
26,178.0
27,178.0
28,177.0
29,177.0
30,177.0
31,186.0
32,177.0
33,179.0
34,177.0
35,178.0
36,185.0
37,178.0
38,179.0
39,179.0
40,176.0
41,182.0
42,178.0
43,178.0
44,184.0
45,176.0
46,178.0
47,178.0
48,179.0
49,177.0
50,176.0
51,177.0
52,177.0
53,179.0
54,176.0
55,176.0
56,177.0
57,177.0
58,177.0
59,178.0
60,177.0
61,177.0
62,186.0
63,178.0
64,187.0
65,187.0
66,188.0
67,184.0
68,183.0
69,180.0
70,178.0
71,177.0
72,178.0
73,177.0
74,184.0
75,184.0
