frame,center
1,134.0
2,134.0
3,130.0
4,130.0
5,129.0
6,134.0
7,135.0
8,135.0
9,131.0
10,133.0
11,130.0
12,129.0
13,133.0
14,130.0
15,134.0
16,134.0
17,128.0
18,128.0
19,130.0
20,129.0
21,128.0
22,131.0
23,130.0
24,130.0
25,132.0
26,137.0
27,138.0
28,131.0
29,131.0
30,133.0
31,131.0
32,129.0
33,131.0
34,131.0
35,130.0
36,130.0
37,132.0
38,135.0
39,132.0
40,133.0
41,128.0
42,129.0
43,132.0
44,132.0
45,136.0
46,138.0
47,138.0
48,137.0
49,134.0
50,138.0
51,137.0
52,149.0
53,143.0
54,140.0
55,145.0
56,145.0
