frame,center
1,368.0
2,367.0
3,368.0
4,368.0
5,368.0
6,367.0
7,366.0
8,366.0
9,365.0
10,365.0
11,366.0
12,368.0
13,366.0
14,366.0
15,367.0
16,368.0
17,368.0
18,367.0
19,367.0
20,368.0
21,368.0
22,368.0
23,368.0
24,367.0
25,365.0
26,367.0
27,368.0
28,366.0
29,366.0
30,367.0
31,366.0
32,367.0
33,367.0
34,367.0
35,367.0
36,368.0
37,370.0
38,370.0
39,368.0
40,367.0
41,368.0
42,369.0
43,368.0
44,367.0
45,366.0
46,368.0
47,368.0
48,369.0
49,368.0
50,367.0
51,367.0
52,368.0
53,370.0
54,370.0
55,369.0
56,367.0
57,365.0
58,363.0
59,368.0
60,370.0
61,368.0
