frame,center
1,182.0
2,182.0
3,185.0
4,184.0
5,184.0
6,184.0
7,184.0
8,185.0
9,185.0
10,183.0
11,184.0
12,183.0
13,183.0
14,181.0
15,182.0
16,179.0
17,180.0
18,180.0
19,181.0
20,183.0
21,182.0
22,180.0
23,181.0
24,181.0
25,181.0
26,181.0
27,181.0
28,181.0
29,180.0
30,180.0
31,180.0
32,180.0
33,180.0
34,183.0
35,186.0
36,189.0
37,190.0
38,191.0
39,191.0
40,192.0
41,191.0
42,192.0
43,192.0
44,189.0
45,188.0
46,189.0
47,186.0
48,186.0
49,186.0
50,185.0
51,184.0
52,181.0
53,183.0
54,185.0
55,183.0
56,183.0
57,185.0
58,184.0
59,184.0
60,184.0
61,182.0
62,183.0
63,183.0
64,183.0
65,181.0
66,181.0
67,180.0
68,174.0
69,179.0
70,180.0
71,182.0
72,180.0
73,182.0
74,182.0
75,183.0
76,184.0
