frame,center
1,342.0
2,347.0
3,317.0
4,317.0
5,326.0
6,328.0
7,325.0
8,327.0
9,322.0
10,293.0
11,317.0
12,319.0
13,321.0
14,322.0
15,324.0
16,324.0
17,318.0
18,340.0
19,299.0
20,340.0
21,299.0
22,299.0
23,326.0
24,325.0
25,321.0
26,320.0
27,315.0
28,311.0
29,331.0
30,304.0
31,320.0
32,317.0
33,334.0
34,339.0
35,334.0
36,306.0
37,335.0
38,334.0
39,334.0
40,340.0
41,341.0
42,340.0
43,343.0
44,339.0
45,336.0
46,332.0
47,339.0
48,336.0
49,345.0
50,344.0
51,344.0
52,347.0
53,349.0
54,349.0
55,351.0
56,352.0
57,353.0
58,355.0
59,356.0
60,326.0
61,345.0
