frame,center
1,322.0
2,325.0
3,322.0
4,320.0
5,318.0
6,319.0
7,319.0
8,317.0
9,318.0
10,318.0
11,319.0
12,319.0
13,318.0
14,317.0
15,319.0
16,325.0
17,324.0
18,321.0
19,324.0
20,322.0
21,334.0
22,328.0
23,330.0
24,333.0
25,331.0
26,329.0
27,332.0
28,331.0
29,330.0
30,331.0
31,321.0
32,322.0
33,313.0
34,312.0
35,337.0
36,337.0
37,338.0
38,336.0
39,310.0
40,328.0
41,325.0
42,328.0
43,319.0
44,320.0
45,317.0
46,314.0
47,315.0
48,317.0
49,311.0
50,323.0
51,319.0
52,316.0
53,319.0
54,321.0
55,320.0
56,319.0
57,322.0
58,315.0
59,316.0
60,319.0
61,313.0
