frame,center
1,158.0
2,154.0
3,158.0
4,158.0
5,159.0
6,155.0
7,155.0
8,153.0
9,154.0
10,149.0
11,149.0
12,148.0
13,150.0
14,158.0
15,157.0
16,156.0
17,158.0
18,160.0
19,156.0
20,152.0
21,151.0
22,152.0
23,150.0
24,147.0
25,152.0
26,152.0
27,144.0
28,139.0
29,139.0
30,148.0
31,154.0
32,156.0
33,144.0
34,151.0
35,151.0
36,160.0
37,169.0
38,158.0
39,151.0
40,152.0
41,159.0
42,161.0
43,158.0
44,154.0
45,154.0
46,161.0
47,170.0
48,150.0
49,159.0
50,169.0
51,161.0
52,154.0
53,150.0
54,150.0
55,161.0
56,160.0
57,149.0
58,146.0
59,147.0
60,157.0
61,159.0
62,160.0
63,159.0
64,160.0
65,160.0
66,160.0
67,161.0
68,163.0
69,162.0
70,159.0
71,159.0
72,161.0
