frame,center
1,316.0
2,314.0
3,315.0
4,316.0
5,316.0
6,315.0
7,316.0
8,314.0
9,312.0
10,314.0
11,312.0
12,307.0
13,311.0
14,310.0
15,309.0
16,311.0
17,309.0
18,310.0
19,313.0
20,310.0
21,309.0
22,311.0
23,311.0
24,312.0
25,313.0
26,312.0
27,314.0
28,312.0
29,314.0
30,313.0
31,313.0
32,313.0
33,312.0
34,312.0
35,314.0
36,314.0
37,314.0
38,313.0
39,313.0
40,316.0
41,316.0
42,318.0
43,318.0
44,314.0
45,317.0
46,319.0
47,319.0
48,316.0
49,315.0
50,314.0
51,315.0
52,315.0
53,313.0
54,312.0
55,312.0
56,312.0
57,312.0
58,311.0
59,311.0
60,311.0
61,311.0
