frame,center
1,135.0
2,143.0
3,145.0
4,143.0
5,144.0
6,139.0
7,138.0
8,142.0
9,135.0
10,140.0
11,145.0
12,138.0
13,139.0
14,140.0
15,141.0
16,141.0
17,140.0
18,139.0
19,139.0
20,141.0
21,142.0
22,143.0
23,142.0
24,142.0
25,145.0
26,145.0
27,142.0
28,144.0
29,143.0
30,143.0
31,144.0
32,141.0
33,143.0
34,141.0
35,140.0
36,141.0
37,141.0
38,142.0
39,144.0
40,141.0
41,142.0
42,141.0
43,141.0
44,140.0
45,144.0
46,141.0
47,143.0
48,141.0
49,144.0
50,141.0
51,142.0
52,144.0
53,142.0
54,144.0
55,144.0
56,142.0
57,144.0
58,142.0
59,143.0
60,141.0
61,143.0
62,144.0
63,141.0
64,139.0
65,139.0
66,138.0
67,139.0
68,136.0
