frame,center
1,146.0
2,143.0
3,144.0
4,145.0
5,149.0
6,154.0
7,154.0
8,147.0
9,148.0
10,147.0
11,154.0
12,152.0
13,151.0
14,148.0
15,147.0
16,150.0
17,147.0
18,145.0
19,146.0
20,148.0
21,148.0
22,149.0
23,148.0
24,148.0
25,149.0
26,145.0
27,144.0
28,147.0
29,143.0
30,152.0
31,148.0
32,152.0
33,147.0
34,149.0
35,149.0
36,155.0
37,155.0
38,149.0
39,155.0
40,150.0
41,147.0
42,147.0
43,146.0
44,146.0
45,147.0
46,144.0
47,144.0
48,135.0
49,134.0
50,149.0
51,150.0
52,146.0
53,155.0
54,148.0
55,151.0
56,147.0
57,147.0
58,147.0
59,156.0
60,144.0
61,152.0
62,152.0
63,145.0
64,145.0
65,145.0
66,145.0
67,145.0
68,145.0
69,145.0
70,145.0
71,143.0
72,146.0
73,143.0
74,143.0
