frame,center
1,115.0
2,117.0
3,116.0
4,118.0
5,117.0
6,116.0
7,119.0
8,117.0
9,118.0
10,116.0
11,116.0
12,117.0
13,115.0
14,116.0
15,116.0
16,116.0
17,115.0
18,117.0
19,115.0
20,116.0
21,117.0
22,117.0
23,117.0
24,116.0
25,114.0
26,118.0
27,117.0
28,122.0
29,117.0
30,115.0
31,118.0
32,117.0
33,118.0
34,116.0
35,116.0
36,116.0
37,117.0
38,119.0
39,117.0
40,119.0
41,118.0
42,113.0
43,116.0
44,116.0
45,120.0
46,118.0
47,119.0
48,116.0
49,119.0
50,118.0
51,118.0
52,113.0
53,113.0
54,113.0
55,113.0
56,111.0
57,114.0
58,112.0
59,118.0
60,112.0
61,115.0
62,113.0
63,117.0
64,115.0
65,111.0
66,111.0
67,112.0
68,115.0
69,118.0
70,116.0
71,114.0
