frame,center
1,146.0
2,144.0
3,135.0
4,139.0
5,140.0
6,140.0
7,141.0
8,141.0
9,141.0
10,143.0
11,141.0
12,142.0
13,142.0
14,143.0
15,142.0
16,142.0
17,141.0
18,142.0
19,142.0
20,141.0
21,143.0
22,143.0
23,142.0
24,143.0
25,143.0
26,143.0
27,145.0
28,147.0
29,147.0
30,140.0
31,141.0
32,140.0
33,141.0
34,143.0
35,139.0
36,144.0
37,147.0
38,146.0
39,144.0
40,144.0
41,145.0
42,142.0
43,140.0
44,142.0
45,142.0
46,140.0
47,139.0
48,140.0
49,140.0
50,137.0
51,136.0
52,139.0
53,141.0
54,141.0
55,139.0
56,143.0
57,141.0
58,140.0
