frame,center
1,452.0
2,445.0
3,452.0
4,455.0
5,453.0
6,453.0
7,453.0
8,446.0
9,443.0
10,452.0
11,452.0
12,450.0
13,451.0
14,455.0
15,453.0
16,444.0
17,453.0
18,453.0
19,456.0
20,454.0
21,451.0
22,452.0
23,454.0
24,452.0
25,450.0
26,448.0
27,449.0
28,445.0
29,445.0
30,451.0
31,444.0
32,443.0
33,454.0
34,445.0
35,445.0
36,445.0
37,448.0
38,443.0
39,454.0
40,453.0
41,452.0
42,455.0
43,455.0
44,453.0
45,454.0
46,452.0
47,452.0
48,453.0
49,454.0
50,454.0
51,452.0
52,443.0
53,446.0
54,447.0
55,444.0
56,441.0
57,442.0
58,443.0
59,454.0
60,453.0
61,452.0
