frame,center
1,208.0
2,209.0
3,209.0
4,209.0
5,206.0
6,200.0
7,200.0
8,199.0
9,200.0
10,200.0
11,200.0
12,199.0
13,200.0
14,201.0
15,200.0
16,201.0
17,201.0
18,200.0
19,199.0
20,200.0
21,200.0
22,201.0
23,198.0
24,198.0
25,201.0
26,198.0
27,199.0
28,200.0
29,199.0
30,201.0
31,203.0
32,203.0
33,197.0
34,197.0
35,197.0
36,198.0
37,199.0
38,200.0
39,203.0
40,203.0
41,202.0
42,210.0
43,207.0
44,207.0
45,207.0
46,206.0
47,206.0
48,207.0
49,204.0
50,202.0
51,201.0
52,202.0
53,201.0
54,198.0
55,201.0
56,199.0
57,200.0
58,199.0
59,199.0
60,198.0
61,200.0
62,199.0
63,199.0
