frame,center
1,500.0
2,505.0
3,505.0
4,508.0
5,509.0
6,510.0
7,509.0
8,506.0
9,508.0
10,508.0
11,511.0
12,508.0
13,506.0
14,504.0
15,505.0
16,506.0
17,505.0
18,502.0
19,498.0
20,495.0
21,493.0
22,491.0
23,489.0
24,488.0
25,493.0
26,493.0
27,493.0
28,495.0
29,490.0
30,500.0
31,504.0
32,504.0
33,497.0
34,499.0
35,499.0
36,497.0
37,497.0
38,505.0
39,496.0
40,496.0
41,497.0
42,497.0
43,496.0
44,496.0
45,495.0
46,497.0
47,497.0
48,494.0
49,494.0
50,496.0
51,495.0
52,494.0
53,495.0
54,495.0
55,494.0
56,494.0
57,495.0
58,494.0
59,493.0
60,498.0
61,494.0
