frame,center
1,158.0
2,158.0
3,142.0
4,158.0
5,159.0
6,158.0
7,159.0
8,159.0
9,146.0
10,157.0
11,158.0
12,158.0
13,158.0
14,159.0
15,159.0
16,159.0
17,159.0
18,159.0
19,159.0
20,159.0
21,158.0
22,159.0
23,159.0
24,159.0
25,160.0
26,160.0
27,159.0
28,156.0
29,153.0
30,150.0
31,149.0
32,149.0
33,148.0
34,145.0
35,143.0
36,154.0
37,155.0
38,157.0
39,157.0
40,159.0
41,159.0
42,159.0
43,159.0
44,155.0
45,156.0
46,154.0
47,158.0
48,161.0
49,159.0
50,157.0
51,161.0
52,160.0
53,162.0
54,163.0
55,162.0
56,161.0
57,162.0
58,161.0
59,158.0
60,160.0
61,161.0
62,158.0
63,156.0
64,158.0
65,157.0
66,156.0
67,148.0
68,157.0
69,157.0
70,156.0
71,157.0
72,156.0
73,145.0
74,146.0
75,146.0
76,144.0
77,145.0
