frame,center
1,244.0
2,224.0
3,222.0
4,223.0
5,229.0
6,225.0
7,224.0
8,226.0
9,229.0
10,229.0
11,226.0
12,228.0
13,224.0
14,234.0
15,232.0
16,237.0
17,238.0
18,225.0
19,225.0
20,225.0
21,227.0
22,234.0
23,239.0
24,243.0
25,227.0
26,221.0
27,242.0
28,234.0
29,222.0
30,221.0
31,224.0
32,238.0
33,222.0
34,242.0
35,241.0
36,220.0
37,239.0
38,243.0
39,241.0
40,231.0
41,238.0
42,218.0
43,223.0
44,222.0
45,228.0
46,227.0
47,222.0
48,225.0
49,223.0
50,225.0
51,227.0
52,225.0
53,227.0
54,226.0
55,226.0
56,228.0
57,224.0
58,239.0
59,238.0
60,227.0
