frame,center
1,162.0
2,163.0
3,167.0
4,166.0
5,168.0
6,158.0
7,160.0
8,165.0
9,164.0
10,159.0
11,169.0
12,164.0
13,166.0
14,161.0
15,169.0
16,166.0
17,164.0
18,165.0
19,164.0
20,164.0
21,164.0
22,158.0
23,162.0
24,165.0
25,170.0
26,165.0
27,168.0
28,166.0
29,165.0
30,166.0
31,167.0
32,168.0
33,168.0
34,168.0
35,167.0
36,166.0
37,157.0
38,159.0
39,169.0
40,165.0
41,165.0
42,167.0
43,168.0
44,170.0
45,173.0
46,173.0
47,173.0
48,170.0
49,170.0
50,169.0
51,168.0
52,168.0
53,166.0
54,166.0
55,169.0
56,168.0
57,168.0
58,172.0
59,173.0
60,175.0
61,174.0
62,174.0
63,173.0
64,169.0
65,167.0
66,169.0
67,169.0
68,167.0
69,167.0
70,167.0
71,168.0
72,167.0
73,167.0
74,165.0
75,165.0
76,165.0
77,165.0
78,165.0
