frame,center
1,92.0
2,98.0
3,100.0
4,92.0
5,92.0
6,98.0
7,101.0
8,102.0
9,103.0
10,97.0
11,95.0
12,102.0
13,95.0
14,95.0
15,96.0
16,95.0
17,101.0
18,101.0
19,89.0
20,88.0
21,90.0
22,93.0
23,92.0
24,92.0
25,90.0
26,90.0
27,87.0
28,90.0
29,89.0
30,88.0
31,89.0
32,92.0
33,90.0
34,91.0
35,91.0
36,92.0
37,92.0
38,91.0
39,89.0
40,88.0
41,96.0
42,92.0
43,92.0
44,90.0
45,91.0
46,91.0
47,92.0
48,94.0
49,92.0
50,95.0
51,96.0
52,95.0
53,103.0
54,97.0
55,97.0
56,93.0
57,95.0
58,95.0
59,92.0
60,95.0
61,96.0
62,97.0
63,93.0
64,93.0
65,96.0
66,100.0
67,95.0
68,93.0
69,98.0
70,91.0
71,89.0
72,92.0
73,95.0
