frame,center
1,159.0
2,159.0
3,161.0
4,161.0
5,160.0
6,162.0
7,163.0
8,163.0
9,163.0
10,163.0
11,162.0
12,164.0
13,163.0
14,163.0
15,166.0
16,166.0
17,166.0
18,167.0
19,168.0
20,167.0
21,167.0
22,167.0
23,168.0
24,169.0
25,168.0
26,167.0
27,167.0
28,166.0
29,167.0
30,168.0
31,168.0
32,168.0
33,167.0
34,167.0
35,168.0
36,172.0
37,173.0
38,172.0
39,173.0
40,173.0
41,172.0
42,171.0
43,172.0
44,171.0
45,171.0
46,172.0
47,174.0
48,174.0
49,174.0
50,170.0
51,170.0
52,171.0
53,171.0
54,170.0
55,171.0
56,166.0
57,167.0
58,166.0
59,164.0
60,165.0
61,162.0
62,163.0
63,164.0
64,165.0
65,163.0
66,163.0
67,163.0
68,163.0
69,164.0
70,164.0
71,162.0
72,162.0
73,160.0
74,160.0
75,161.0
