frame,center
1,137.0
2,134.0
3,136.0
4,137.0
5,136.0
6,133.0
7,128.0
8,129.0
9,130.0
10,130.0
11,130.0
12,130.0
13,129.0
14,132.0
15,131.0
16,132.0
17,132.0
18,133.0
19,136.0
20,134.0
21,133.0
22,135.0
23,134.0
24,135.0
25,136.0
26,133.0
27,133.0
28,134.0
29,134.0
30,131.0
31,133.0
32,133.0
33,133.0
34,133.0
35,133.0
36,133.0
37,133.0
38,133.0
39,134.0
40,134.0
41,135.0
42,134.0
43,135.0
44,133.0
45,133.0
46,134.0
47,134.0
48,133.0
49,133.0
50,133.0
51,134.0
52,135.0
53,137.0
54,136.0
55,135.0
56,135.0
57,138.0
58,137.0
59,136.0
60,137.0
61,136.0
62,136.0
63,137.0
64,136.0
65,135.0
66,142.0
67,143.0
68,143.0
69,143.0
70,148.0
71,146.0
72,145.0
73,145.0
74,145.0
75,146.0
76,145.0
