frame,center
1,164.0
2,159.0
3,159.0
4,158.0
5,156.0
6,158.0
7,157.0
8,159.0
9,158.0
10,159.0
11,159.0
12,159.0
13,160.0
14,158.0
15,158.0
16,158.0
17,162.0
18,162.0
19,159.0
20,158.0
21,158.0
22,164.0
23,164.0
24,164.0
25,163.0
26,163.0
27,163.0
28,165.0
29,165.0
30,166.0
31,166.0
32,163.0
33,165.0
34,166.0
35,165.0
36,166.0
37,167.0
38,166.0
39,161.0
40,161.0
41,166.0
42,160.0
43,162.0
44,163.0
45,163.0
46,161.0
47,158.0
48,167.0
49,167.0
50,166.0
51,167.0
52,168.0
53,167.0
54,163.0
55,162.0
56,168.0
57,161.0
58,163.0
59,161.0
60,171.0
61,168.0
62,166.0
63,166.0
64,168.0
65,169.0
66,169.0
67,171.0
68,177.0
69,172.0
70,171.0
71,179.0
72,178.0
73,177.0
