frame,center
1,145.0
2,146.0
3,147.0
4,147.0
5,147.0
6,147.0
7,148.0
8,148.0
9,147.0
10,149.0
11,147.0
12,145.0
13,146.0
14,144.0
15,146.0
16,147.0
17,146.0
18,145.0
19,144.0
20,144.0
21,148.0
22,146.0
23,146.0
24,145.0
25,144.0
26,144.0
27,145.0
28,147.0
29,146.0
30,146.0
31,146.0
32,145.0
33,144.0
34,145.0
35,145.0
36,144.0
37,146.0
38,147.0
39,148.0
40,145.0
41,148.0
42,147.0
43,147.0
44,146.0
45,140.0
46,144.0
47,146.0
48,146.0
49,149.0
50,149.0
51,149.0
52,148.0
53,148.0
54,148.0
55,148.0
56,146.0
57,150.0
58,150.0
59,146.0
60,147.0
61,149.0
62,149.0
63,148.0
64,146.0
65,148.0
66,150.0
67,149.0
68,149.0
69,149.0
70,148.0
71,148.0
72,150.0
73,149.0
74,149.0
75,149.0
76,147.0
