frame,head_amplitude,eyes_ratio,MOA
1,38.87919918362575,0.3745828698553949,0.9835893476841432
2,37.99882874186619,0.3373887652947719,0.8566565765354343
3,38.076674682229104,0.3837597330367074,0.994419017008678
4,39.416858796308425,0.3003337041156841,0.9991034765370636
5,39.78973329639144,0.4004449388209121,0.9783497031189412
6,39.788650147855904,0.3003337041156841,0.938077014534211
7,40.052750990267285,0.3063820912124583,0.9298066130712715
8,40.731816648515725,0.3520578420467186,0.954588103487456
9,38.55302553063474,0.2813542825361512,0.9963317738331
10,39.11332944792065,0.3003337041156841,0.9767351374765624
11,36.84508605913637,0.4710094549499444,0.7885388984102496
12,37.01380312040086,0.3003337041156841,0.9908301680442988
13,38.02878832389664,0.2042547274749722,0.9963317738331
14,38.91987974959357,0.3520578420467186,0.938077014534211
15,39.30102527012986,0.3318270300333704,0.9122695335844624
16,37.71257427187403,0.3487208008898776,0.9783497031189412
17,39.59614954855972,0.2813542825361512,0.6969826856791617
18,39.56681689985336,0.2349833147942158,0.8491988382013159
19,38.48959410848004,0.2390155728587319,0.9965972426256174
20,38.17898674231847,0.4004449388209121,0.9754410020677066
21,39.10964436200009,0.3837597330367074,0.9652061544134288
22,40.28402863340359,0.4629449388209121,0.8045740795857672
23,38.474454087120925,0.4904755283648498,0.951034068730948
24,37.245412033571306,0.4333286985539488,0.9368415147273568
25,39.13242951842125,0.5113320355951056,0.9214515327390522
26,37.50050324261944,0.4521690767519466,0.9835893476841432
27,37.86439129476415,0.3665183537263626,0.9948934062566148
28,33.18644889981741,0.832035595105673,0.9712973116319724
29,37.57228877157926,0.4780311457174638,0.9830967439274692
30,38.16601140847303,0.521412680756396,0.9411201462819998
31,36.44926317823767,0.4998609566184649,0.9895702125995406
32,37.94102795442468,0.349833147942158,0.7705554205302804
33,39.31326266130344,0.4521690767519466,0.6667948594698258
34,38.64733640615383,0.521412680756396,0.973688178796424
35,38.15424251211341,0.5314933259176864,0.8045740795857672
36,39.42535555332233,0.4521690767519466,0.9298066130712715
37,37.870909727797205,0.5314933259176864,0.9873976574156522
38,36.147219922986025,0.539349276974416,0.9969947468053236
39,37.45402888992314,0.5106368186874305,0.9925591103176034
40,37.95546158343171,0.562360956618465,0.9417851236080113
41,36.169825477854765,0.5292686318131257,0.7389558439133295
42,37.02385475559572,0.2688403781979978,0.7239353579134363
43,30.734970485885253,0.5610400444938821,0.6788256066906442
44,30.327228834175184,0.4424360400444939,0.733430296619931
45,21.57314817370116,0.8578976640711902,0.8986062002576033
46,26.37530410685643,0.5135567296996663,0.9999986157320666
47,9.698375902327507,0.867630700778643,0.9139319171315088
48,10.057866631120383,0.7591768631813125,0.8435435246063266
49,38.098133924975016,0.5139738598442714,0.984087861099574
50,38.35261705353696,0.6651835372636263,0.9393303328873251
51,32.662209521126826,0.6877780867630701,0.967193372260774
52,25.7607894944198,0.9073275862068966,0.9992611746313144
53,50.46166084998809,0.5150166852057843,0.8125071494425542
54,40.15098096515695,0.637305339265851,0.9973337235915658
55,39.14581227992576,0.5981646273637375,0.9994952443636358
56,21.98574055496767,0.875,0.9325680982740896
57,5.13749222758468,0.9209538375973304,0.9550641368112373
58,19.03157970378256,0.7431173526140156,0.963418544338009
59,4.959713879514704,0.967741935483871,0.9730981751327816
60,0.0,0.6083843159065628,0.9344622094897892
61,5.887292215758721,0.7043242491657398,0.9516379685222062
62,10.057866631120383,0.7591768631813125,0.8435435246063266
63,38.098133924975016,0.5139738598442714,0.984087861099574
64,38.35261705353696,0.6651835372636263,0.9393303328873251
65,32.662209521126826,0.6877780867630701,0.967193372260774
66,25.7607894944198,0.9073275862068966,0.9992611746313144
67,50.46166084998809,0.5150166852057843,0.8125071494425542
68,40.15098096515695,0.637305339265851,0.9973337235915658
69,39.14581227992576,0.5981646273637375,0.9994952443636358
70,10.057866631120383,0.7591768631813125,0.8435435246063266
