frame,eye_mouth_distance
1.0,43.5042224932486
2.0,42.81129818541258
3.0,42.96343787175767
4.0,43.392952190503884
5.0,42.44373438135827
6.0,42.101012850273186
7.0,41.95346169398569
8.0,43.62930959831047
9.0,43.69818499710937
10.0,42.99685071994403
11.0,42.35989383096894
12.0,38.320628755740614
13.0,38.403009775828565
14.0,43.74676438133397
15.0,37.03450919006436
16.0,42.76914112853749
17.0,42.65452874355812
18.0,37.37481973516853
19.0,43.5868110344614
20.0,42.72226467355043
21.0,42.802424898405434
22.0,42.49240479642262
23.0,42.72226467355043
24.0,45.563220906433294
25.0,44.85912510258964
26.0,45.355316508484485
27.0,44.23860623820832
28.0,38.279383227436185
29.0,37.71948257755
30.0,38.304681811087384
31.0,38.71948349425461
32.0,39.07600411276981
33.0,40.02945220511923
34.0,39.933768128823495
35.0,39.674798814869156
36.0,42.80213275961601
37.0,41.2178292023214
38.0,48.805761473540784
39.0,43.55796303730087
40.0,34.22991061178101
41.0,42.18918024479772
42.0,40.84233298425075
43.0,40.68759310150169
44.0,41.700014062075375
45.0,33.903487896341524
46.0,33.65185062393746
47.0,35.25
48.0,35.4104569686711
49.0,33.70370393965993
50.0,41.90855068867387
51.0,37.645630929773574
52.0,43.20749154941898
53.0,41.22363760156221
54.0,40.0945945945946
55.0,38.92776785055354
56.0,39.686584635113164
57.0,41.549097968001554
58.0,41.77321675538908
59.0,40.0429753681275
60.0,38.82901373576604
61.0,42.722684493341575
62.0,37.193742974935184
,38.50280893812865
,41.21
,38.738157481869806
,37.20296880692623
,38.21047324371859
,39.44457204513384
,37.685391211186484
,40.139188172808936
,38.24695109799842
,39.30354362577521
,37.58573830794333
,42.080589370529104
,41.60168339803229
,38.38144779341963
,42.734222833244374
