frame,eye_mouth_distance
1.0,41.31565601503458
2.0,41.98415584635684
3.0,42.03122010023923
4.0,41.336338114637286
5.0,41.07592634934559
6.0,41.665013913287574
7.0,41.29503602129437
8.0,39.75916192677367
9.0,38.98142842460175
10.0,39.79191286839323
11.0,39.53018203690731
12.0,40.56632159050059
13.0,41.52903844386549
14.0,40.734689982059486
15.0,40.207324337891116
16.0,42.68386381180746
17.0,46.10724085314446
18.0,45.95549400618799
19.0,45.2166680700506
20.0,45.10120063867787
21.0,42.747947572142174
22.0,46.178747009085264
23.0,45.83110779176855
24.0,45.09164228967007
25.0,43.14417462739688
26.0,43.86303749542028
27.0,43.99479256368795
28.0,44.063384229534286
29.0,42.853585121731264
30.0,42.14546950715296
31.0,41.520305423523915
32.0,43.89362716489744
33.0,41.47785236696333
34.0,40.12608108736125
35.0,36.56034706520289
36.0,37.49693381685682
37.0,34.318098369995795
38.0,37.57156660274365
39.0,33.097610726876894
40.0,32.59083629704829
41.0,34.59410939510818
42.0,30.88464891271291
43.0,29.657252276409643
44.0,40.37275128072408
45.0,50.30555753920169
46.0,40.79262771178267
47.0,51.07438022778578
48.0,50.489155071189735
49.0,56.973226988086566
50.0,51.66080815342608
51.0,53.12408319321833
52.0,55.42121047475978
53.0,50.69606306989189
54.0,56.071607364503336
55.0,51.931986482347874
56.0,50.58892211834416
57.0,51.83832136453474
58.0,52.20172550388533
59.0,50.012477591050505
60.0,53.108403884666835
61.0,48.304418452450115
62.0,47.4431040733211
,46.674852268911394
,46.72598665557828
,47.09437363202518
,45.38734548013382
,42.99745421568585
,46.634551710382375
,45.242594256976794
,45.33215716899555
,37.979006400245424
