frame,eye_mouth_distance
1,55.1230403897283
2,53.90963549885856
3,54.24586315210648
4,56.25497286441155
5,59.34182782532255
6,58.682679131360445
7,59.49833817132195
8,53.9056726965584
9,56.396713307927726
10,55.657489141722664
11,54.830081223495995
12,60.74574453416213
13,60.89208702636499
14,57.877380187212864
15,74.98199275943185
16,69.48120379127195
17,55.305311755698476
18,56.740384791531454
19,56.54623940581621
20,56.70753954710377
21,59.735120818680876
22,59.91407833501549
23,57.97780286347115
24,59.71214009581239
25,56.362801898546024
26,57.40978551946574
27,54.132009876257534
28,52.36460784563284
29,53.4019386260115
30,54.260870971052434
31,54.57322625727189
32,55.91500935488964
33,58.04010853093334
34,54.326884510577244
35,55.154031559848164
36,56.28175509645765
37,54.46527556194145
38,56.932153947292406
39,54.25
40,63.95790015429122
41,60.244101049204964
42,61.95863599997287
43,62.660487026502324
44,63.27888196387797
45,67.66224157517239
46,57.95049138024925
47,59.55765308868767
48,56.26903393426118
49,54.29091151269577
50,57.347803726381876
51,63.24391487231114
52,62.142187932254515
53,56.37232447186478
54,66.91233282296189
55,72.01595798001034
56,55.16042857793336
57,57.87179319527722
58,71.96411715117189
59,58.771772705768385
60,62.03933117560796
61,59.643606499095974
62,
