frame,eye_mouth_distance
1.0,42.59539066774802
2.0,41.76810555447192
3.0,42.79076284429735
4.0,43.888461472416644
5.0,43.85449300476187
6.0,47.18201539513385
7.0,41.986250480157615
8.0,42.059286146493505
9.0,39.44304559936829
10.0,42.63030024677084
11.0,44.74262474105533
12.0,44.86361263964139
13.0,53.13431337560524
14.0,48.21837143945475
15.0,46.16235814894275
16.0,45.37995923799433
17.0,44.23604843352668
18.0,44.62460282752994
19.0,44.94371683113151
20.0,46.326967750171924
21.0,46.134410633698096
22.0,45.573195758540095
23.0,46.88367181146503
24.0,46.04828845997348
25.0,50.51000785005978
26.0,51.90095643001693
27.0,41.3390321236852
28.0,39.19838753132128
29.0,39.04336513484422
30.0,39.08571661185576
31.0,58.19613259668508
32.0,57.679488555647886
33.0,54.22375508770881
34.0,53.95843255033039
35.0,54.25580937488699
36.0,53.44341525366723
37.0,48.125477020612884
38.0,51.214490842250015
39.0,54.60024598694642
40.0,48.42961682723383
41.0,49.949259192215145
42.0,51.98573553912889
43.0,49.5392131800232
44.0,48.45895331329632
45.0,47.36500807110686
46.0,48.253100513219245
47.0,46.85893438335558
48.0,48.874155255265585
49.0,48.12871269139181
50.0,49.284874728469994
51.0,48.533536091846706
52.0,46.53763781955525
53.0,45.7325973537822
54.0,47.358406204738216
55.0,50.27906130138762
56.0,38.711673780341506
57.0,36.042065914549035
58.0,37.889295020085285
59.0,37.161028580616346
60.0,36.777827158944596
61.0,44.14694014280139
62.0,46.315275499996815
,49.073041483220244
,49.30523148741226
,50.51577538869813
,49.37496166960737
,48.256269429525766
,48.86769979955349
,48.338293084899895
,48.51126726753723
,47.45081715536162
