frame,eye_mouth_distance
1,34.48224401687084
2,34.03653192700422
3,35.85787848267977
4,35.305844103522205
5,35.334628741432816
6,35.55605060754962
7,36.40684345729131
8,34.68175694375766
9,36.589227995230246
10,35.88200786387159
11,36.95407668270672
12,34.632947590748465
13,35.43025324276004
14,34.67411728332558
15,33.03758326228512
16,32.75682368795588
17,33.04528760778819
18,34.83740411299901
19,34.99311766670207
20,33.116252620577974
21,33.769034640736486
22,35.0329299342102
23,37.00884318307012
24,36.48781525823839
25,36.17267342429502
26,35.67846434412659
27,37.10963784877612
28,37.13865815769519
29,37.53518044013234
30,40.11897533407805
31,37.994637505533255
32,37.540319759712744
33,39.554077812954226
34,45.77787512540148
35,43.7399706429615
36,42.394632023995406
37,43.33781500978989
38,47.41168487015083
39,46.87646519866633
40,39.39568888894226
41,36.9618666562735
42,36.60297388716325
43,35.59851777562912
44,34.82500897343746
45,35.933919442827346
46,36.096215742426864
47,35.25536996739253
48,34.66487897596393
49,35.18682205530831
50,35.66142951919417
51,34.34420460927728
52,33.026213038697506
53,33.07900350946008
54,35.89031429999895
55,35.813006010551504
56,35.56061109629486
57,35.80397186509951
58,
59,
60,
61,
62,
