frame,eye_mouth_distance
1.0,49.820170804489535
2.0,49.770523099045626
3.0,51.82344304636271
4.0,51.88949796505587
5.0,50.349498652358015
6.0,49.22406778759271
7.0,49.94755206320248
8.0,49.96958773618233
9.0,45.817862856375854
10.0,45.6892798196213
11.0,49.0748283253497
12.0,48.4903267741964
13.0,49.79350863119664
14.0,50.90591482821203
15.0,47.28978430297568
16.0,49.257300556715435
17.0,49.47178127641876
18.0,49.28293822409536
19.0,50.93186452995235
20.0,50.064565506162886
21.0,49.20164355270417
22.0,48.15783753463424
23.0,49.55189274941753
24.0,48.362076576006274
25.0,48.58530140426997
26.0,47.83023082049781
27.0,52.479963573381525
28.0,47.81824935210573
29.0,48.73511838319844
30.0,45.503225264515805
31.0,45.733140587281234
32.0,46.86754995019026
33.0,47.44733125263979
34.0,48.317033044269294
35.0,48.78652421255507
36.0,50.132644055545285
37.0,51.75887220682089
38.0,52.654598162149334
39.0,51.99266642944329
40.0,47.92556215403841
41.0,48.90057003933251
42.0,49.1494393988752
43.0,45.57961923041031
44.0,45.18729187952011
45.0,47.892666759896514
46.0,47.32814341507317
47.0,46.72320986016386
48.0,47.99834686506267
49.0,47.241575301208925
50.0,46.2053010662175
51.0,44.910835597253985
52.0,44.32011116297753
53.0,46.087291757473245
54.0,47.92970833083469
55.0,42.76070268069587
56.0,43.319745453519744
57.0,43.700778043209496
58.0,50.85631750491632
59.0,48.02554157749538
60.0,48.98888166411463
61.0,48.41773056736516
62.0,46.05160282664083
,47.05412717231173
,47.23378123045981
,45.10671108178233
,48.13873680424788
,48.940116414948214
,48.44403684651031
,47.27656609783124
,43.764591566291664
,46.00972766810427
,46.91256807347771
,49.6148162405043
,48.24472844255221
,45.884031852670745
,48.628891973778146
,48.417413455773826
,48.61211783084543
,48.13610369952388
,49.50694505319995
,48.81685070034421
,49.82843431860898
,45.620902274385145
,47.88405156710281
