frame,eye_mouth_distance
1.0,43.50844177896921
2.0,44.0261311462765
3.0,43.78561081613089
4.0,41.440807844459535
5.0,43.31510575813989
6.0,43.24856128380462
7.0,38.755574836723234
8.0,42.34889962399327
9.0,41.432073095356465
10.0,40.81876871974923
11.0,43.97328169198236
12.0,43.72056604566525
13.0,42.47726152616589
14.0,41.54366471059345
15.0,43.3819468045198
16.0,37.183875300847085
17.0,38.56358320227003
18.0,40.552958568956136
19.0,42.28019197856072
20.0,43.289091714431315
21.0,45.21140711674972
22.0,46.92760702843163
23.0,47.97405902380297
24.0,49.973210812275255
25.0,51.39024337517869
26.0,50.8456699039128
27.0,49.63889420221113
28.0,54.296963268989536
29.0,52.469575969689565
30.0,50.72785503438014
31.0,50.00024097541781
32.0,55.93087598780015
33.0,55.26525928208027
34.0,55.70599768755081
35.0,52.836755536980846
36.0,52.71212469285368
37.0,52.01249169625341
38.0,53.93289550842126
39.0,47.39240802408552
40.0,45.64406044728482
41.0,49.42414506299595
42.0,49.172136107699544
43.0,50.63383799744068
44.0,48.65493723377236
45.0,47.89942260377587
46.0,46.626098572783086
47.0,47.946536317314795
48.0,48.15693508798621
49.0,48.163214691701285
50.0,48.06597099497243
51.0,49.71980313244826
52.0,48.507125007266595
53.0,49.09175743104329
54.0,47.93373873391174
55.0,49.03817010205372
56.0,48.23198627467047
57.0,47.79637225535385
58.0,47.719948925774666
59.0,44.5
60.0,48.46716453162748
61.0,47.907704455168144
62.0,48.13250954452464
,48.38012378624645
,48.97933465394203
,48.07379928198586
,49.25
,49.337307911280384
,49.40821754028819
,50.00836442929151
,49.73734155773187
,47.895384925176884
,49.30257973508044
