frame,eye_mouth_distance
1,78.45490861359589
2,75.81679526087186
3,74.50599944008053
4,78.20959182108413
5,72.71636593528352
6,73.05012502983242
7,73.65409054390304
8,79.06603272342836
9,79.2186232562682
10,84.91441867909226
11,78.82089212011388
12,81.47641998810721
13,71.55503141753098
14,79.93591622197866
15,85.22179536258965
16,77.98192379973301
17,79.24915185163087
18,70.57378179690582
19,87.80026475421401
20,83.41524866413505
21,80.72725279769091
22,75.47611861831145
23,79.12991559217319
24,75.32091997904836
25,83.98848453071098
26,84.09310357323558
27,79.08813783850366
28,85.00135001871985
29,76.35562181699895
30,71.70018048266991
31,52.889549185041695
32,78.53720157354839
33,77.67808292967993
34,75.10507311898732
35,73.82439235552405
36,71.41560677181702
37,73.58456179302408
38,77.61578989380077
39,77.40189964063377
40,78.07590911108241
41,62.481188796065965
42,73.10861322942745
43,72.13299273102966
44,78.72127091782077
45,78.48659432056816
46,77.44663304155983
47,71.38326916003315
48,76.32072580839011
49,76.54489836822358
50,50.23574397778774
51,72.38682753796768
52,62.62598344097854
53,56.496793466694626
54,67.89916560831432
55,72.25571554887416
56,71.95304254506347
57,71.2748534630578
58,72.19601994313689
59,70.35620430720613
60,68.9498570614359
61,72.58424164853037
62,
