frame,eye_mouth_distance
1,86.48272098283694
2,101.3831375281198
3,82.71161677107528
4,95.37891381843833
5,86.96171552286103
6,93.24828046104307
7,89.4855050201001
8,82.89459728719575
9,94.61258560490236
10,97.48799748516504
11,99.69406135954593
12,92.51307029014119
13,81.22051642751252
14,87.43845817780831
15,85.03648942968431
16,80.5
17,83.48882735728598
18,73.72172382834411
19,79.98517413648322
20,84.80727883177289
21,80.42639126334545
22,82.17110093108438
23,79.27446487306655
24,81.36700301219093
25,79.50440086891004
26,76.37177595455604
27,77.88362017773562
28,71.92039921051887
29,72.87826159138528
30,101.12749636771241
31,77.18509939567261
32,75.83186312558158
33,79.27174095029503
34,98.14399009841827
35,74.45624123899336
36,87.25
37,91.32508687766287
38,87.17148647801167
39,85.56311874962276
40,79.04960466688341
41,81.86392913313708
42,96.5
43,97.26235007046704
44,94.35063359046296
45,92.97202221825394
46,93.65629548927086
47,91.70106207121003
48,92.5218140209027
49,81.22335681593535
50,87.27819742116257
51,84.97411874958435
52,88.21029726804943
53,87.27755146984772
54,91.1029211584584
55,81.66601042471015
56,87.06754621800239
57,87.770725250216
58,85.92195088694179
59,85.09984504522946
60,88.34619674040337
61,80.90647623738478
62,
