frame,head_amplitude,eyes_ratio,MOA
1,22.25530429032393,0.41148233486943164,0.994241385364541
2,26.772529249681586,0.45631720430107525,0.9975295184354294
3,23.038710098173716,0.515284178187404,0.9975708546671572
4,27.415942178417666,0.5744239631336405,0.994505452921406
5,33.655857244126715,0.5851382488479262,0.9895448959980193
6,39.96221528934563,0.5744239631336405,0.9863293016833431
7,37.43063942211596,0.5047363031233999,0.9904596462288626
8,39.366852606718055,0.5602278545826933,0.9915378914595433
9,39.171569128027826,0.48675115207373276,0.9795910378880475
10,39.55019733008266,0.5976830517153098,0.9846885511319302
11,35.91073977053488,0.42940348182283666,0.9819524474147906
12,37.394059772454035,0.46524577572964665,0.9672908382581873
13,47.18093106783029,0.6387096774193548,0.9831887360764879
14,52.01746075860311,0.1933179723502304,0.9876924101431862
15,54.79557410490056,0.33648233486943163,0.9900791771369061
16,54.30573426218006,0.3436251920122888,0.9900791771369061
17,54.354699696726634,0.33466461853558627,0.9897563938500195
18,54.6397646274221,0.33466461853558627,0.9843436660548661
19,53.29349679081928,0.32752176139272915,0.9901635999130858
20,47.26889463037609,0.38297491039426523,0.9905965525252761
21,43.75469697075044,0.4438556067588325,0.9963821847623698
22,40.234844487559315,0.38830005120327704,0.9963246960113549
23,33.13719698890415,0.38115719406041987,0.9963246960113549
24,31.547823230158794,0.49567972350230416,0.9977796972002764
25,28.050939081493546,0.438300051203277,0.9965654232482903
26,24.862588974487956,0.38115719406041987,1.0
27,29.50928067133699,0.438300051203277,0.9813137496771575
28,25.37784520353262,0.3506400409626216,0.9935326726564042
29,18.12288122579282,0.4472606246799795,0.9974306500250905
30,0.0,1.0,0.9994259471398348
31,22.50999435628388,0.46175115207373274,0.9978193837394881
32,31.82693316961145,0.6423707117255504,0.9996388822566221
33,31.81689688783971,0.49385560675883255,0.9941184945160779
34,31.75778385181079,0.49567972350230416,0.9993873822877704
35,35.418947091390045,0.5440668202764977,0.9982743731749959
36,35.427224698895294,0.5833077316948285,0.9808404290652863
37,34.206588250259465,0.38830005120327704,0.9935326726564042
38,35.77650193230013,0.4849270353302611,0.9942276868699597
39,40.79088444778661,0.40255376344086025,0.996837213615965
40,43.07417769867216,0.4741743471582181,0.9938461538461538
41,47.873642944577675,0.39011776753712235,0.9938461538461538
42,49.260736557551695,0.3148745519713262,0.9766186814179779
43,55.33835633175879,0.4277073732718894,0.9562407085628263
44,52.34380594042887,0.3668074756784434,0.9890443670930281
45,52.61486829432906,0.3847286226318485,0.9800436432676759
46,56.33673710073057,0.3650537634408602,0.9899494936611665
47,54.48864271592079,0.20397465437788018,0.9593096303781706
48,57.42415597706452,0.3238863287250384,0.9667448056724522
49,55.02973789846716,0.49750384024577576,0.9893655489166127
50,54.34814687980957,0.3668074756784434,0.9920305651991516
51,53.82419497404963,0.3668074756784434,0.9863939238321436
52,52.536212067710785,0.32570404505888373,0.9821181774931743
53,51.91167770088007,0.2862775217613927,0.9749351625866332
54,49.78847814298192,0.3972606246799795,0.9747855643944078
55,48.59095184632842,0.2629800307219662,0.9960973129748615
56,43.56387365784486,0.3220174091141833,0.9907164981046043
57,44.586828965661056,0.3506656426011265,0.9922778767136675
58,39.56477630547118,0.42041090629800304,0.9985617323672605
59,42.00705982923673,0.3291602662570404,1.0
60,42.63717190503135,0.2880888376856119,0.9992797406132078
61,38.67271056578594,0.47219662058371736,0.988261050899509
