frame,center
1,417.0
2,415.0
3,415.0
4,415.0
5,415.0
6,417.0
7,416.0
8,413.0
9,415.0
10,417.0
11,417.0
12,417.0
13,415.0
14,416.0
15,418.0
16,416.0
17,416.0
18,416.0
19,415.0
20,415.0
21,415.0
22,415.0
23,415.0
24,415.0
25,415.0
26,414.0
27,413.0
28,414.0
29,414.0
30,410.0
31,414.0
32,412.0
33,414.0
34,415.0
35,413.0
36,416.0
37,416.0
38,417.0
39,416.0
40,417.0
41,417.0
42,418.0
43,416.0
44,415.0
45,417.0
46,417.0
47,418.0
48,419.0
49,420.0
50,418.0
51,418.0
52,418.0
53,418.0
54,420.0
55,414.0
56,411.0
57,412.0
58,414.0
59,411.0
60,411.0
61,412.0
