frame,center
1,134.0
2,139.0
3,141.0
4,146.0
5,141.0
6,140.0
7,147.0
8,145.0
9,145.0
10,144.0
11,142.0
12,144.0
13,145.0
14,144.0
15,144.0
16,143.0
17,130.0
18,133.0
19,134.0
20,132.0
21,136.0
22,135.0
23,131.0
24,134.0
25,136.0
26,136.0
27,137.0
28,137.0
29,136.0
30,137.0
31,136.0
32,135.0
33,134.0
34,137.0
35,137.0
36,135.0
37,135.0
38,137.0
39,139.0
40,140.0
41,143.0
42,143.0
43,145.0
44,145.0
45,144.0
46,145.0
47,144.0
48,144.0
49,145.0
50,141.0
51,142.0
52,141.0
53,139.0
54,139.0
55,139.0
56,140.0
57,140.0
58,140.0
59,142.0
60,142.0
61,141.0
62,143.0
