frame,center
1,318.0
2,318.0
3,320.0
4,320.0
5,323.0
6,323.0
7,324.0
8,324.0
9,323.0
10,323.0
11,324.0
12,325.0
13,326.0
14,327.0
15,326.0
16,323.0
17,324.0
18,324.0
19,324.0
20,325.0
21,324.0
22,322.0
23,322.0
24,324.0
25,322.0
26,322.0
27,324.0
28,324.0
29,325.0
30,325.0
31,328.0
32,324.0
33,322.0
34,323.0
35,324.0
36,322.0
37,322.0
38,322.0
39,321.0
40,321.0
41,322.0
42,323.0
43,322.0
44,323.0
45,323.0
46,320.0
47,318.0
48,315.0
49,316.0
50,315.0
51,315.0
52,317.0
53,318.0
54,318.0
55,318.0
56,318.0
57,318.0
58,318.0
59,318.0
60,318.0
61,318.0
