frame,center
1,345.0
2,346.0
3,349.0
4,339.0
5,338.0
6,340.0
7,325.0
8,322.0
9,327.0
10,322.0
11,334.0
12,331.0
13,328.0
14,327.0
15,327.0
16,324.0
17,325.0
18,324.0
19,324.0
20,322.0
21,324.0
22,328.0
23,328.0
24,326.0
25,328.0
26,329.0
27,326.0
28,325.0
29,328.0
30,328.0
31,330.0
32,331.0
33,333.0
34,334.0
35,337.0
36,334.0
37,336.0
38,337.0
39,338.0
40,337.0
41,340.0
42,338.0
43,338.0
44,328.0
45,349.0
46,363.0
47,342.0
48,368.0
49,359.0
50,366.0
51,342.0
52,353.0
53,335.0
54,324.0
55,344.0
56,345.0
57,342.0
58,345.0
59,343.0
60,340.0
61,333.0
