frame,center
1,358.0
2,357.0
3,357.0
4,358.0
5,357.0
6,355.0
7,356.0
8,356.0
9,356.0
10,358.0
11,357.0
12,356.0
13,349.0
14,355.0
15,354.0
16,348.0
17,341.0
18,349.0
19,349.0
20,353.0
21,354.0
22,352.0
23,352.0
24,353.0
25,340.0
26,344.0
27,351.0
28,353.0
29,354.0
30,351.0
31,354.0
32,355.0
33,354.0
34,353.0
35,340.0
36,351.0
37,352.0
38,351.0
39,346.0
40,348.0
41,346.0
42,354.0
43,353.0
44,348.0
45,355.0
46,353.0
47,354.0
48,355.0
49,353.0
50,355.0
51,353.0
52,354.0
53,353.0
54,355.0
55,352.0
56,351.0
57,354.0
58,353.0
59,354.0
60,353.0
61,353.0
