frame,center
1,334.0
2,332.0
3,332.0
4,329.0
5,325.0
6,322.0
7,320.0
8,321.0
9,318.0
10,318.0
11,310.0
12,308.0
13,302.0
14,302.0
15,301.0
16,302.0
17,303.0
18,304.0
19,300.0
20,301.0
21,302.0
22,308.0
23,312.0
24,317.0
25,324.0
26,324.0
27,324.0
28,328.0
29,327.0
30,335.0
31,333.0
32,322.0
33,323.0
34,322.0
35,316.0
36,323.0
37,323.0
38,319.0
39,307.0
40,308.0
41,304.0
42,299.0
43,308.0
44,310.0
45,309.0
46,302.0
47,307.0
48,307.0
49,301.0
50,307.0
51,306.0
52,305.0
53,305.0
54,309.0
55,305.0
56,310.0
57,314.0
58,315.0
59,309.0
60,310.0
61,312.0
