frame,center
1,286.0
2,288.0
3,283.0
4,280.0
5,279.0
6,280.0
7,280.0
8,277.0
9,279.0
10,281.0
11,281.0
12,281.0
13,279.0
14,280.0
15,280.0
16,279.0
17,281.0
18,282.0
19,283.0
20,286.0
21,287.0
22,287.0
23,287.0
24,288.0
25,290.0
26,288.0
27,287.0
28,286.0
29,288.0
30,287.0
31,286.0
32,286.0
33,286.0
34,286.0
35,284.0
36,284.0
37,284.0
38,284.0
39,284.0
40,283.0
41,281.0
42,281.0
43,282.0
44,280.0
45,280.0
46,280.0
47,280.0
48,280.0
49,279.0
50,279.0
51,279.0
52,278.0
53,279.0
54,279.0
55,279.0
56,278.0
57,278.0
58,279.0
59,279.0
60,278.0
