frame,center
1,170.0
2,171.0
3,173.0
4,172.0
5,173.0
6,174.0
7,175.0
8,176.0
9,174.0
10,163.0
11,177.0
12,178.0
13,181.0
14,183.0
15,180.0
16,180.0
17,180.0
18,181.0
19,181.0
20,181.0
21,180.0
22,179.0
23,180.0
24,180.0
25,179.0
26,176.0
27,175.0
28,173.0
29,174.0
30,173.0
31,170.0
32,173.0
33,170.0
34,172.0
35,172.0
36,173.0
37,177.0
38,178.0
39,177.0
40,169.0
41,170.0
42,168.0
43,181.0
44,180.0
45,180.0
46,177.0
47,179.0
48,180.0
49,181.0
50,182.0
51,185.0
52,186.0
53,187.0
54,187.0
55,187.0
56,192.0
57,187.0
58,188.0
59,187.0
60,188.0
61,188.0
