frame,center
1,262.0
2,261.0
3,261.0
4,259.0
5,259.0
6,260.0
7,259.0
8,260.0
9,260.0
10,260.0
11,261.0
12,260.0
13,256.0
14,257.0
15,250.0
16,261.0
17,259.0
18,248.0
19,248.0
20,251.0
21,250.0
22,260.0
23,259.0
24,246.0
25,259.0
26,256.0
27,257.0
28,259.0
29,259.0
30,260.0
31,258.0
32,259.0
33,258.0
34,259.0
35,260.0
36,259.0
37,262.0
38,262.0
39,263.0
40,264.0
41,264.0
42,264.0
43,264.0
44,269.0
45,268.0
46,270.0
47,271.0
48,262.0
49,270.0
50,269.0
51,269.0
52,271.0
53,271.0
54,269.0
55,269.0
56,265.0
57,266.0
58,267.0
59,268.0
60,272.0
