frame,center
1,441.0
2,443.0
3,442.0
4,441.0
5,443.0
6,441.0
7,443.0
8,444.0
9,442.0
10,443.0
11,442.0
12,442.0
13,444.0
14,440.0
15,445.0
16,442.0
17,442.0
18,441.0
19,445.0
20,442.0
21,444.0
22,443.0
23,443.0
24,440.0
25,443.0
26,440.0
27,440.0
28,441.0
29,440.0
30,442.0
31,426.0
32,441.0
33,430.0
34,426.0
35,440.0
36,442.0
37,439.0
38,429.0
39,444.0
40,443.0
41,443.0
42,429.0
43,442.0
44,444.0
45,443.0
46,440.0
47,437.0
48,440.0
49,442.0
50,439.0
51,443.0
52,443.0
53,442.0
54,444.0
55,445.0
56,446.0
57,444.0
58,443.0
59,444.0
60,442.0
61,441.0
