frame,center
1,266.0
2,270.0
3,269.0
4,270.0
5,266.0
6,266.0
7,266.0
8,267.0
9,267.0
10,268.0
11,265.0
12,266.0
13,266.0
14,267.0
15,267.0
16,268.0
17,267.0
18,267.0
19,268.0
20,267.0
21,267.0
22,269.0
23,268.0
24,267.0
25,267.0
26,266.0
27,264.0
28,263.0
29,266.0
30,253.0
31,265.0
32,251.0
33,254.0
34,266.0
35,265.0
36,263.0
37,263.0
38,262.0
39,262.0
40,263.0
41,254.0
42,266.0
43,252.0
44,266.0
45,267.0
46,264.0
47,263.0
48,261.0
49,264.0
50,263.0
51,263.0
52,264.0
53,265.0
54,265.0
55,271.0
56,266.0
57,279.0
58,282.0
59,283.0
60,284.0
61,285.0
