frame,center
1,318.0
2,312.0
3,312.0
4,314.0
5,311.0
6,315.0
7,322.0
8,325.0
9,317.0
10,315.0
11,319.0
12,320.0
13,323.0
14,327.0
15,324.0
16,317.0
17,316.0
18,312.0
19,310.0
20,304.0
21,305.0
22,307.0
23,301.0
24,309.0
25,306.0
26,307.0
27,315.0
28,310.0
29,308.0
30,307.0
31,306.0
32,310.0
33,311.0
34,308.0
35,309.0
36,308.0
37,308.0
38,307.0
39,305.0
40,306.0
41,306.0
42,310.0
43,313.0
44,315.0
45,316.0
46,317.0
47,316.0
48,318.0
49,319.0
50,316.0
51,320.0
52,315.0
53,316.0
54,316.0
55,314.0
56,312.0
57,312.0
58,313.0
59,315.0
60,318.0
61,315.0
