frame,center
1,303.0
2,305.0
3,305.0
4,306.0
5,306.0
6,306.0
7,307.0
8,308.0
9,307.0
10,310.0
11,310.0
12,308.0
13,309.0
14,309.0
15,311.0
16,310.0
17,313.0
18,314.0
19,313.0
20,312.0
21,312.0
22,313.0
23,312.0
24,310.0
25,311.0
26,312.0
27,311.0
28,309.0
29,308.0
30,308.0
31,307.0
32,307.0
33,305.0
34,305.0
35,304.0
36,304.0
37,304.0
38,304.0
39,302.0
40,302.0
41,302.0
42,302.0
43,301.0
44,301.0
45,301.0
46,302.0
47,300.0
48,301.0
49,302.0
50,302.0
51,300.0
52,301.0
53,302.0
54,301.0
55,302.0
56,303.0
57,302.0
58,302.0
59,302.0
60,304.0
