frame,center
1,264.0
2,268.0
3,267.0
4,267.0
5,268.0
6,267.0
7,265.0
8,280.0
9,275.0
10,269.0
11,266.0
12,270.0
13,270.0
14,267.0
15,268.0
16,268.0
17,269.0
18,269.0
19,272.0
20,271.0
21,268.0
22,273.0
23,270.0
24,269.0
25,269.0
26,273.0
27,265.0
28,272.0
29,268.0
30,274.0
31,278.0
32,273.0
33,272.0
34,271.0
35,270.0
36,273.0
37,271.0
38,269.0
39,269.0
40,272.0
41,267.0
42,274.0
43,274.0
44,271.0
45,267.0
46,267.0
47,271.0
48,273.0
49,270.0
50,268.0
51,270.0
52,267.0
53,272.0
54,267.0
55,270.0
56,267.0
57,268.0
58,266.0
59,269.0
60,269.0
