frame,center
1,434.0
2,432.0
3,433.0
4,431.0
5,433.0
6,439.0
7,442.0
8,430.0
9,431.0
10,436.0
11,438.0
12,435.0
13,439.0
14,438.0
15,440.0
16,442.0
17,441.0
18,441.0
19,442.0
20,439.0
21,441.0
22,441.0
23,441.0
24,436.0
25,439.0
26,438.0
27,440.0
28,441.0
29,441.0
30,441.0
31,440.0
32,439.0
33,433.0
34,437.0
35,436.0
36,439.0
37,438.0
38,439.0
39,440.0
40,439.0
41,440.0
42,436.0
43,446.0
44,446.0
45,448.0
46,448.0
47,443.0
48,442.0
49,441.0
50,439.0
51,441.0
52,443.0
53,445.0
54,442.0
55,444.0
56,448.0
57,448.0
58,448.0
59,448.0
60,448.0
