frame,center
1,93.0
2,91.0
3,89.0
4,90.0
5,92.0
6,92.0
7,94.0
8,93.0
9,92.0
10,93.0
11,92.0
12,95.0
13,94.0
14,92.0
15,91.0
16,92.0
17,92.0
18,92.0
19,92.0
20,92.0
21,93.0
22,91.0
23,91.0
24,92.0
25,90.0
26,90.0
27,88.0
28,90.0
29,91.0
30,89.0
31,87.0
32,86.0
33,85.0
34,84.0
35,84.0
36,85.0
37,86.0
38,88.0
39,89.0
40,90.0
41,91.0
42,92.0
43,91.0
44,100.0
45,102.0
46,101.0
47,110.0
48,111.0
49,105.0
50,123.0
51,119.0
52,119.0
53,122.0
54,119.0
55,118.0
56,116.0
57,118.0
58,115.0
59,114.0
60,114.0
61,114.0
