frame,center
1,335.0
2,334.0
3,335.0
4,336.0
5,332.0
6,333.0
7,339.0
8,333.0
9,333.0
10,333.0
11,331.0
12,334.0
13,330.0
14,331.0
15,335.0
16,331.0
17,331.0
18,333.0
19,331.0
20,331.0
21,332.0
22,330.0
23,330.0
24,331.0
25,331.0
26,330.0
27,332.0
28,332.0
29,329.0
30,330.0
31,331.0
32,331.0
33,331.0
34,332.0
35,334.0
36,334.0
37,334.0
38,335.0
39,335.0
40,336.0
41,334.0
42,337.0
43,335.0
44,337.0
45,337.0
46,335.0
47,335.0
48,336.0
49,351.0
50,367.0
51,368.0
52,351.0
53,367.0
54,347.0
55,342.0
56,339.0
57,337.0
58,338.0
59,337.0
60,336.0
61,335.0
