frame,center
1,449.0
2,447.0
3,452.0
4,452.0
5,448.0
6,452.0
7,451.0
8,450.0
9,453.0
10,454.0
11,457.0
12,458.0
13,459.0
14,459.0
15,451.0
16,450.0
17,450.0
18,450.0
19,451.0
20,453.0
21,450.0
22,455.0
23,453.0
24,453.0
25,449.0
26,449.0
27,457.0
28,458.0
29,456.0
30,461.0
31,457.0
32,454.0
33,458.0
34,458.0
35,458.0
36,455.0
37,455.0
38,455.0
39,455.0
40,456.0
41,454.0
42,456.0
43,457.0
44,455.0
45,448.0
46,447.0
47,451.0
48,454.0
49,455.0
50,454.0
51,453.0
52,454.0
53,454.0
54,451.0
55,451.0
56,452.0
57,453.0
58,455.0
59,454.0
60,457.0
61,452.0
