frame,center
1,333.0
2,332.0
3,333.0
4,334.0
5,332.0
6,330.0
7,330.0
8,331.0
9,333.0
10,334.0
11,333.0
12,332.0
13,332.0
14,330.0
15,332.0
16,331.0
17,331.0
18,330.0
19,328.0
20,328.0
21,335.0
22,333.0
23,331.0
24,334.0
25,334.0
26,331.0
27,332.0
28,334.0
29,332.0
30,333.0
31,334.0
32,334.0
33,337.0
34,336.0
35,339.0
36,338.0
37,338.0
38,337.0
39,339.0
40,341.0
41,340.0
42,342.0
43,341.0
44,338.0
45,337.0
46,326.0
47,336.0
48,337.0
49,342.0
50,342.0
51,345.0
52,344.0
53,343.0
54,337.0
55,341.0
56,342.0
57,342.0
58,340.0
59,342.0
60,342.0
61,341.0
