frame,center
1,384.0
2,385.0
3,386.0
4,385.0
5,385.0
6,386.0
7,385.0
8,386.0
9,385.0
10,388.0
11,387.0
12,387.0
13,389.0
14,386.0
15,387.0
16,385.0
17,386.0
18,388.0
19,388.0
20,388.0
21,387.0
22,386.0
23,386.0
24,386.0
25,384.0
26,384.0
27,382.0
28,381.0
29,382.0
30,382.0
31,382.0
32,382.0
33,381.0
34,382.0
35,380.0
36,381.0
37,380.0
38,379.0
39,380.0
40,381.0
41,380.0
42,381.0
43,381.0
44,381.0
45,380.0
46,380.0
47,380.0
48,379.0
49,382.0
50,381.0
51,382.0
52,383.0
53,381.0
54,380.0
55,382.0
56,382.0
57,381.0
58,380.0
59,381.0
60,380.0
