frame,center
1,209.0
2,211.0
3,212.0
4,212.0
5,208.0
6,210.0
7,208.0
8,208.0
9,207.0
10,209.0
11,209.0
12,209.0
13,210.0
14,208.0
15,209.0
16,210.0
17,210.0
18,211.0
19,211.0
20,211.0
21,209.0
22,210.0
23,211.0
24,209.0
25,208.0
26,205.0
27,206.0
28,210.0
29,210.0
30,208.0
31,206.0
32,205.0
33,204.0
34,207.0
35,212.0
36,209.0
37,209.0
38,204.0
39,206.0
40,210.0
41,211.0
42,210.0
43,209.0
44,207.0
45,206.0
46,212.0
47,211.0
48,208.0
49,211.0
50,207.0
51,207.0
52,209.0
53,210.0
54,206.0
55,205.0
56,206.0
57,207.0
58,205.0
59,207.0
60,212.0
61,210.0
62,210.0
63,210.0
64,211.0
65,207.0
66,211.0
67,213.0
68,210.0
69,208.0
70,207.0
71,210.0
72,208.0
73,208.0
74,207.0
75,206.0
