frame,center
1,286.0
2,282.0
3,281.0
4,281.0
5,279.0
6,278.0
7,277.0
8,277.0
9,275.0
10,274.0
11,260.0
12,263.0
13,261.0
14,261.0
15,272.0
16,258.0
17,257.0
18,272.0
19,274.0
20,261.0
21,259.0
22,258.0
23,259.0
24,273.0
25,263.0
26,260.0
27,261.0
28,267.0
29,267.0
30,268.0
31,269.0
32,268.0
33,269.0
34,269.0
35,271.0
36,271.0
37,269.0
38,269.0
39,262.0
40,256.0
41,272.0
42,273.0
43,273.0
44,260.0
45,272.0
46,273.0
47,273.0
48,265.0
49,269.0
50,266.0
51,267.0
52,270.0
53,264.0
54,264.0
55,270.0
56,274.0
57,274.0
58,271.0
59,273.0
60,273.0
61,274.0
