frame,center
1,143.0
2,143.0
3,144.0
4,144.0
5,142.0
6,140.0
7,141.0
8,141.0
9,143.0
10,141.0
11,142.0
12,141.0
13,143.0
14,148.0
15,147.0
16,148.0
17,149.0
18,146.0
19,146.0
20,145.0
21,146.0
22,146.0
23,146.0
24,146.0
25,145.0
26,144.0
27,145.0
28,146.0
29,147.0
30,145.0
31,144.0
32,144.0
33,144.0
34,145.0
35,145.0
36,142.0
37,143.0
38,146.0
39,144.0
40,144.0
41,142.0
42,143.0
43,145.0
44,146.0
45,144.0
46,144.0
47,148.0
48,147.0
49,145.0
50,144.0
51,146.0
52,146.0
53,144.0
54,144.0
55,143.0
56,144.0
57,143.0
58,143.0
59,143.0
60,141.0
61,141.0
62,142.0
63,144.0
64,144.0
65,145.0
66,141.0
67,140.0
68,141.0
69,142.0
70,141.0
71,141.0
72,144.0
73,144.0
74,143.0
