frame,center
1,288.0
2,288.0
3,286.0
4,286.0
5,285.0
6,284.0
7,285.0
8,285.0
9,284.0
10,280.0
11,288.0
12,285.0
13,275.0
14,286.0
15,287.0
16,285.0
17,277.0
18,285.0
19,284.0
20,282.0
21,276.0
22,287.0
23,288.0
24,287.0
25,287.0
26,287.0
27,288.0
28,287.0
29,288.0
30,287.0
31,285.0
32,287.0
33,286.0
34,283.0
35,283.0
36,282.0
37,285.0
38,284.0
39,283.0
40,282.0
41,282.0
42,284.0
43,282.0
44,284.0
45,283.0
46,282.0
47,285.0
48,283.0
49,284.0
50,283.0
51,283.0
52,283.0
53,283.0
54,285.0
55,283.0
56,283.0
57,285.0
58,284.0
59,284.0
60,281.0
61,283.0
