frame,center
1,267.0
2,266.0
3,266.0
4,263.0
5,265.0
6,264.0
7,265.0
8,264.0
9,263.0
10,262.0
11,261.0
12,262.0
13,263.0
14,264.0
15,261.0
16,260.0
17,261.0
18,263.0
19,262.0
20,261.0
21,258.0
22,259.0
23,259.0
24,258.0
25,257.0
26,257.0
27,260.0
28,260.0
29,262.0
30,266.0
31,266.0
32,269.0
33,259.0
34,260.0
35,270.0
36,270.0
37,270.0
38,269.0
39,267.0
40,264.0
41,263.0
42,263.0
43,264.0
44,264.0
45,264.0
46,264.0
47,263.0
48,264.0
49,264.0
50,265.0
51,268.0
52,268.0
53,268.0
54,268.0
55,268.0
56,258.0
57,269.0
58,269.0
59,268.0
60,267.0
61,266.0
