frame,center
1,448.0
2,448.0
3,446.0
4,447.0
5,450.0
6,452.0
7,452.0
8,452.0
9,452.0
10,452.0
11,452.0
12,452.0
13,454.0
14,454.0
15,455.0
16,454.0
17,453.0
18,456.0
19,455.0
20,457.0
21,458.0
22,457.0
23,457.0
24,457.0
25,458.0
26,458.0
27,454.0
28,455.0
29,455.0
30,455.0
31,456.0
32,454.0
33,456.0
34,454.0
35,452.0
36,455.0
37,454.0
38,456.0
39,455.0
40,455.0
41,452.0
42,451.0
43,453.0
44,455.0
45,454.0
46,454.0
47,456.0
48,455.0
49,455.0
50,457.0
51,455.0
52,455.0
53,457.0
54,455.0
55,458.0
56,457.0
57,460.0
58,462.0
59,462.0
60,453.0
61,451.0
