frame,center
1,303.0
2,307.0
3,304.0
4,294.0
5,300.0
6,292.0
7,292.0
8,293.0
9,301.0
10,306.0
11,319.0
12,315.0
13,315.0
14,312.0
15,311.0
16,309.0
17,307.0
18,296.0
19,296.0
20,294.0
21,305.0
22,298.0
23,304.0
24,310.0
25,307.0
26,296.0
27,294.0
28,297.0
29,289.0
30,291.0
31,290.0
32,290.0
33,291.0
34,302.0
35,293.0
36,291.0
37,289.0
38,288.0
39,289.0
40,290.0
41,290.0
42,290.0
43,292.0
44,290.0
45,288.0
46,288.0
47,290.0
48,304.0
49,303.0
50,304.0
51,302.0
52,300.0
53,297.0
54,299.0
55,303.0
56,303.0
57,296.0
58,305.0
59,290.0
60,293.0
61,290.0
